,Epoch,Iteration,Train Loss,Train Acc
0,0,0,2.0085384845733643,25.0
1,0,100,1.5570893901409488,30.012376237623762
2,0,200,1.4380168781351688,34.54601990049751
3,0,300,1.2336319012697352,45.69144518272425
4,0,400,1.0667805297119064,54.114713216957604
5,0,500,0.9446510105968235,59.96132734530938
6,0,600,0.8573318665069273,64.28868552412645
7,0,700,0.7884497052635174,67.62214693295293
8,0,800,0.7363809508070368,70.08426966292134
9,0,900,0.6940550329484103,72.0241398446171
10,0,1000,0.663127332732275,73.55457042957043
11,0,1100,0.635206610566643,74.85240690281562
12,0,1200,0.6122054446249778,75.95493338884263
13,0,1300,0.5880002633029227,77.03929669485011
14,0,1400,0.5679173209331531,77.90640613847252
15,0,1500,0.5500874084127021,78.66630579613592
16,0,1600,0.5354605358068382,79.3195658963148
17,0,1700,0.5218111703031068,79.945620223398
18,0,1800,0.510526663405011,80.49174069961133
19,0,1900,0.4997381667015209,80.9820489216202
20,0,2000,0.4897092511111322,81.45302348825587
21,0,2100,0.47903331383523745,81.87618990956688
22,0,2200,0.47104023304894427,82.26800318037256
23,0,2300,0.46302140610974957,82.62440243372447
24,0,2400,0.4556920168667672,82.97454185755934
25,0,2500,0.44829684926099367,83.27918832467013
26,0,2600,0.4422727068538839,83.5447904652057
27,0,2700,0.43529338161717934,83.8346908552388
28,0,2800,0.4296877088869088,84.08380935380221
29,0,2900,0.42372382230676586,84.3329886246122
30,0,3000,0.41806406495172216,84.56556147950683
31,0,3100,0.4129570920094824,84.78514995162851
32,0,3200,0.4089235135548164,84.95684942205561
33,0,3300,0.40438565355379974,85.14086640411996
34,0,3400,0.39990314404718125,85.31957512496325
35,0,3500,0.395884257947435,85.48004141673808
36,0,3600,0.39251402286738696,85.60990002777007
37,0,3700,0.3892845588116445,85.76229397460146
38,1,0,12263.017578125,46.875
39,1,100,3542.2066281762454,72.98886138613861
40,1,200,3029.331122782693,74.25373134328358
41,1,300,2824.769514875951,72.93397009966777
