,Epoch,Iteration,Train Loss,Train Acc
0,0,0,17771.6171875,37.5
1,0,100,25991.300977045947,29.981435643564357
2,0,200,18413.33201303055,28.327114427860696
3,0,300,15372.936175476278,28.436461794019934
4,0,400,13494.86672174544,28.600374064837904
5,0,500,12263.55094352311,28.624001996007983
6,0,600,11459.03009469894,28.530574043261232
7,0,700,10770.795022526414,28.272111269614836
8,0,800,10178.17060370094,28.140605493133585
9,0,900,9657.620020723502,27.965455049944506
10,0,1000,9202.213617681147,27.962662337662337
11,0,1100,8817.181857712803,27.92631698455949
12,0,1200,8478.790268363604,27.76072023313905
13,0,1300,8161.879064068805,27.90882013835511
14,0,1400,7885.817320601077,27.955478229835833
15,0,1500,7634.275329955811,27.95844437041972
16,0,1600,7415.852997607696,27.857589006870707
17,0,1700,7212.863271777172,27.74838330393886
18,0,1800,7018.203745179544,27.717240421987785
19,0,1900,6829.261823033107,27.75019726459758
20,0,2000,6657.750540257215,27.68615692153923
21,0,2100,6490.414622332697,27.653498334126606
22,0,2200,6331.664214658065,27.717514766015448
23,0,2300,6171.832187936079,27.761027813993916
24,0,2400,6032.303707759909,27.72672844648063
25,0,2500,5883.727202551597,27.73640543782487
26,0,2600,5752.887918145965,27.893118031526335
27,0,2700,5630.287921022813,27.863522769344687
28,0,2800,5518.158521135379,27.88289896465548
29,0,2900,5410.106771506593,27.895553257497415
30,0,3000,5310.0165028405245,27.831347884038653
31,0,3100,5209.694636920928,27.867018703643986
32,0,3200,5115.926063487545,27.829194001874413
33,0,3300,5023.654768367422,27.846675249924264
34,0,3400,4940.823512242493,27.808916495148488
35,0,3500,4856.198425938013,27.79830762639246
36,0,3600,4773.745034185789,27.839489030824772
37,0,3700,4698.904114594108,27.827783031613077
38,1,0,2694.3427734375,18.75
39,1,100,3521.4656896307915,31.528465346534652
40,1,200,2705.4807620072247,28.995646766169155
41,1,300,2349.771118721693,28.31187707641196
42,1,400,2194.1000667201015,27.94576059850374
43,1,500,2084.5006701379957,28.312125748502993
44,1,600,2009.204584740561,28.338186356073212
45,1,700,1942.6325167058708,28.28994293865906
46,1,800,1882.868092950066,28.35518102372035
47,1,900,1822.657197213464,28.426748057713652
48,1,1000,1785.2140025959147,28.287337662337663
49,1,1100,1757.9475246640793,28.434377838328793
50,1,1200,1735.1515149601692,28.382597835137386
51,1,1300,1704.3194591220208,28.58858570330515
52,1,1400,1681.4422052289485,28.597876516773734
53,1,1500,1649.181770126475,28.60592938041306
54,1,1600,1626.6314313651471,28.63054341036852
55,1,1700,1608.3398079488084,28.512639623750736
56,1,1800,1583.9671392700263,28.621252082176568
57,1,1900,1580.910876928788,28.55240662809048
58,1,2000,1561.0611876755104,28.55291104447776
59,1,2100,1547.6185214202894,28.476023322227512
60,1,2200,1528.3444553914258,28.609154929577464
61,1,2300,1505.3455946423705,28.685897435897434
62,1,2400,1488.377379538565,28.75104123281966
63,1,2500,1467.6697824593307,28.86220511795282
64,1,2600,1458.0572941599328,29.006872356785852
65,1,2700,1442.8253801523072,29.03207145501666
66,1,2800,1425.6897416365057,29.05658693323813
67,1,2900,1408.7891408347623,29.113883143743536
68,1,3000,1397.2456587397708,29.114253582139288
69,1,3100,1387.242712592279,29.159948403740728
70,1,3200,1378.2522317730834,29.14714151827554
71,1,3300,1368.0361289157538,29.18907149348682
72,1,3400,1362.6865061597591,29.135732137606585
73,1,3500,1350.8187910448787,29.172022279348756
74,1,3600,1342.2328334555166,29.191544015551237
75,1,3700,1331.1993346236197,29.288536881923804
76,2,0,2275.709228515625,0.0
77,2,100,1796.6387666003538,33.78712871287129
78,2,200,1367.9706344224921,33.379975124378106
79,2,300,1280.5514677941205,31.654900332225914
80,2,400,1201.3039580842205,31.50716957605985
81,2,500,1152.64974071023,31.811377245508982
82,2,600,1104.254379831019,31.858361064891845
83,2,700,1066.4317022914042,31.789407988587733
84,2,800,1057.7073022697155,31.932740324594256
85,2,900,1038.8133792009257,31.936736958934517
86,2,1000,1007.4525371326671,32.220904095904096
87,2,1100,978.6232139178561,32.47331970935513
88,2,1200,963.0463588565315,32.64987510407993
89,2,1300,942.8412871071231,33.03708685626441
90,2,1400,928.6631614037022,33.25749464668094
91,2,1500,922.1432789415618,33.37774816788807
92,2,1600,905.698817036883,33.63522798251093
93,2,1700,897.5349861786409,33.74118165784832
94,2,1800,889.0670535158013,34.142490283176016
95,2,1900,883.9456522548782,34.31910836401894
96,2,2000,873.1249489543559,34.67641179410295
97,2,2100,859.2934269930056,35.145466444550216
98,2,2200,844.2301425543876,35.64572921399364
99,2,2300,828.7745127638543,36.13374619730552
100,2,2400,817.3961809532486,36.601936693044564
101,2,2500,804.671642225678,37.148890443822474
102,2,2600,794.0428415406259,37.808775470972705
103,2,2700,785.4112504537527,38.26939096630878
104,2,2800,778.2584394668095,38.681497679400216
105,2,2900,769.5246494823142,39.15675629093416
106,2,3000,764.9941889741586,39.480589803398864
107,2,3100,760.0093789443551,39.87725733634311
108,2,3200,759.5719877443847,40.20618556701031
109,2,3300,752.6478770619195,40.7111481369282
110,2,3400,747.1370579159565,41.08166715671861
111,2,3500,738.4778108223613,41.54170237075122
112,2,3600,728.6704528901817,42.06557206331575
113,2,3700,721.4006506655223,42.527357470953795
114,3,0,594.6917114257812,34.375
115,3,100,992.3674780213007,52.320544554455445
116,3,200,786.2265372774494,53.77798507462686
117,3,300,649.7190355953584,55.51287375415282
118,3,400,577.833932729136,56.41365336658354
119,3,500,532.6597693361446,57.12325349301397
120,3,600,518.7604109562574,57.85149750415973
121,3,700,497.6053919499679,58.12232524964337
122,3,800,478.3305544311485,58.89513108614232
123,3,900,461.33205137559764,59.3541897891232
124,3,1000,454.4090107680558,59.71840659340659
125,3,1100,440.59491608989555,60.33435513169846
126,3,1200,429.11763058455165,60.71502914238135
127,3,1300,423.1983659203285,61.11885088393544
128,3,1400,412.69706512875933,61.68807994289793
129,3,1500,403.8433529055174,62.021152564956694
130,3,1600,397.48889376028563,62.207214241099315
131,3,1700,390.40350117086314,62.705761316872426
132,3,1800,386.7440418114204,63.14720988339811
133,3,1900,387.3438020331931,63.2167280378748
134,3,2000,386.5693848441685,63.48232133933033
135,3,2100,382.70982579081925,63.77022846263684
136,3,2200,377.48400161202414,64.12142208087234
137,3,2300,373.47632332793114,64.4122120817036
138,3,2400,368.51982418173105,64.78160141607664
139,3,2500,362.1650565016608,65.22765893642543
140,3,2600,357.0937605281831,65.64061899269512
141,3,2700,354.23152843010683,65.87143650499814
142,3,2800,349.76167402298097,66.15829168154231
143,3,2900,345.9727031473701,66.42860220613582
144,3,3000,345.92399990522875,66.53303065644785
145,3,3100,343.90896963373535,66.73653660109642
146,3,3200,340.84052191701244,66.92244611059044
147,3,3300,338.5483305283078,67.15483944259316
148,3,3400,336.4058668618341,67.32211114378124
149,3,3500,332.9642693465929,67.5628391888032
150,3,3600,329.55833934962965,67.82577756178839
151,3,3700,328.6704674076306,67.96642799243448
152,4,0,518.7335205078125,37.5
153,4,100,612.0729954491673,68.03836633663366
154,4,200,458.95389082840643,70.19589552238806
155,4,300,383.26812478279896,71.48048172757476
156,4,400,351.0368203923868,72.15554862842893
157,4,500,326.04356627338035,72.98527944111777
158,4,600,307.2461248211959,73.49729617304493
159,4,700,290.5486098096125,74.16191155492155
160,4,800,278.8952916164216,74.77372034956305
161,4,900,270.7425475389253,74.94103773584905
162,4,1000,258.903293623802,75.44018481518482
163,4,1100,251.15849426841797,75.84866030881017
164,4,1200,246.92859815291558,75.9133014154871
165,4,1300,242.56524047286155,76.16256725595696
166,4,1400,241.04211707723505,76.24910778015703
167,4,1500,240.35412298648964,76.17421718854098
168,4,1600,238.43848734413467,76.27264209868832
169,4,1700,236.1526563600043,76.5027924750147
170,4,1800,233.6220337153867,76.76464464186563
171,4,1900,234.63046082285777,76.67181746449238
172,4,2000,232.70085301839453,76.8303348325837
173,4,2100,230.72278005920745,76.97673726796764
174,4,2200,229.89607591247156,77.0601431167651
175,4,2300,229.4191184733635,77.20420469361147
176,4,2400,226.73696441520158,77.4039462723865
177,4,2500,223.34357140929689,77.61770291883246
178,4,2600,224.2395768753784,77.7681660899654
179,4,2700,223.8510572619621,77.90748796741947
180,4,2800,220.94507450392527,78.07925740806854
181,4,2900,219.21368849237925,78.21333160978973
182,4,3000,219.07339068610165,78.26766077974008
183,4,3100,218.7538427766609,78.35980328926154
184,4,3200,217.51166237802255,78.45204623555139
185,4,3300,216.02439247436467,78.59928809451681
186,4,3400,215.56615487196046,78.65609379594237
187,4,3500,215.67729539276888,78.70697657812053
188,4,3600,215.19718004931727,78.79755623437934
189,4,3700,215.58684062748574,78.84440016211835
190,5,0,458.2925720214844,53.125
191,5,100,695.946777608135,73.57673267326733
192,5,200,507.7873532689033,75.43532338308458
193,5,300,436.14671437209626,75.68521594684385
194,5,400,395.2365007281601,76.38715710723191
195,5,500,360.5115062338625,76.98353293413173
