,Epoch,Iteration,Train Loss,Train Acc
0,0,0,30123.798828125,15.625
1,0,100,14590.02057549505,24.53589108910891
2,0,200,12534.092839027518,24.300373134328357
3,0,300,11097.43596377959,25.290697674418606
4,0,400,10276.057384614634,25.42861596009975
5,0,500,9530.940714274577,25.60503992015968
6,0,600,8975.982177734375,25.50436772046589
7,0,700,8487.067538143054,25.575071326676177
8,0,800,8055.315934732464,25.694444444444443
9,0,900,7674.725317951842,25.804661487236405
10,0,1000,7337.5702722570395,25.880369630369632
11,0,1100,7043.250280063224,25.896911898274297
12,0,1200,6765.074948935782,25.99916736053289
13,0,1300,6522.578307026446,26.064085318985395
14,0,1400,6285.5949760181065,26.02382226980728
15,0,1500,6082.356741339107,25.974350433044638
16,0,1600,5879.453265598161,26.083307307932543
17,0,1700,5697.462323547041,26.15005878894768
18,0,1800,5521.256452917324,26.195516379789005
19,0,1900,5366.94936380883,26.26084955286691
20,0,2000,5216.244421398919,26.258745627186407
21,0,2100,5074.635618228904,26.27171584959543
22,0,2200,4935.062983095619,26.330361199454792
23,0,2300,4806.265232237045,26.377118644067796
24,0,2400,4684.818836827022,26.404362765514367
25,0,2500,4569.592896923262,26.460665733706517
26,0,2600,4454.993295214168,26.51143790849673
27,0,2700,4345.257108776625,26.580433172898925
28,0,2800,4244.072106859506,26.62999821492324
29,0,2900,4150.198794112785,26.670760082730094
30,0,3000,4064.5753745536967,26.675483172275907
31,0,3100,3978.771629080085,26.71416478555305
32,0,3200,3898.343969829527,26.749453295845047
33,0,3300,3821.2580857991957,26.798697364435018
34,0,3400,3742.9182068786354,26.855152896207
35,0,3500,3673.0886749468063,26.9182019423022
36,0,3600,3601.998239921352,26.955186059427938
37,0,3700,3538.8092222504924,26.981727911375305
38,1,0,1396.217529296875,21.875
39,1,100,1164.7618202738242,30.136138613861387
40,1,200,1132.8405813340523,30.34825870646766
41,1,300,1141.3746701871041,30.170265780730897
42,1,400,1096.7442583574025,30.603179551122196
43,1,500,1060.3312523512545,31.2375249500998
44,1,600,1019.9941785053882,31.39559068219634
45,1,700,1025.6932401779545,31.263373751783167
46,1,800,1014.7147633603747,31.45287141073658
47,1,900,1004.7188197399482,31.527469478357382
48,1,1000,989.8997033849939,31.858766233766232
49,1,1100,986.331091718821,32.092983651226156
50,1,1200,975.9347787264682,32.407889258950874
51,1,1300,957.4869448334139,32.79208301306687
52,1,1400,952.3845697330798,33.05451463240542
53,1,1500,949.1575304370654,33.30904397068621
54,1,1600,940.8420099643229,33.63717988757027
55,1,1700,941.1126888394006,34.00022045855379
56,1,1800,928.1132874687403,34.510341476957244
57,1,1900,924.6651132454188,34.9109021567596
58,1,2000,912.4190001175559,35.47913543228386
59,1,2100,898.2825640642546,36.08549500237982
60,1,2200,885.7791741668826,36.652373920945024
61,1,2300,871.2415865848811,37.33702737940026
62,1,2400,857.9055442063325,37.97376093294461
63,1,2500,846.6994662584185,38.525839664134345
64,1,2600,830.6216883558532,39.24211841599385
65,1,2700,819.9075374949292,39.82321362458349
66,1,2800,807.9094235339534,40.434219921456624
67,1,2900,796.5331337766703,41.04080489486384
68,1,3000,787.8673808178239,41.621542819060316
69,1,3100,777.6372061381606,42.24040632054176
70,1,3200,767.2578220647486,42.859653233364575
